Time,Oxygen Level,Pulse Rate,Motion
07:44:33 PM May 01 2023,93,60,0
07:44:37 PM May 01 2023,93,59,0
07:44:41 PM May 01 2023,93,59,0
07:44:45 PM May 01 2023,93,59,33
07:44:49 PM May 01 2023,93,59,6
07:44:53 PM May 01 2023,93,60,4
07:44:57 PM May 01 2023,94,60,0
07:45:01 PM May 01 2023,94,60,0
07:45:05 PM May 01 2023,95,61,0
07:45:09 PM May 01 2023,94,61,1
07:45:13 PM May 01 2023,95,60,0
07:45:17 PM May 01 2023,95,60,0
07:45:21 PM May 01 2023,95,59,0
07:45:25 PM May 01 2023,95,59,0
07:45:29 PM May 01 2023,95,60,0
07:45:33 PM May 01 2023,95,59,0
07:45:37 PM May 01 2023,95,60,0
07:45:41 PM May 01 2023,95,60,0
07:45:45 PM May 01 2023,95,59,0
07:45:49 PM May 01 2023,95,58,0
07:45:53 PM May 01 2023,95,58,0
07:45:57 PM May 01 2023,95,58,4
07:46:01 PM May 01 2023,95,59,0
07:46:05 PM May 01 2023,95,60,0
07:46:09 PM May 01 2023,95,60,0
07:46:13 PM May 01 2023,95,61,0
07:46:17 PM May 01 2023,94,61,0
07:46:21 PM May 01 2023,94,61,0
07:46:25 PM May 01 2023,94,61,0
07:46:29 PM May 01 2023,93,62,1
07:46:33 PM May 01 2023,93,62,1
07:46:37 PM May 01 2023,93,62,13
07:46:41 PM May 01 2023,93,62,2
07:46:45 PM May 01 2023,93,62,0
07:46:49 PM May 01 2023,93,62,34
07:46:53 PM May 01 2023,95,62,9
07:46:57 PM May 01 2023,95,61,4
07:47:01 PM May 01 2023,96,61,0
07:47:05 PM May 01 2023,96,58,0
07:47:09 PM May 01 2023,95,59,0
07:47:13 PM May 01 2023,95,58,0
07:47:17 PM May 01 2023,95,60,0
07:47:21 PM May 01 2023,95,59,0
07:47:25 PM May 01 2023,95,58,0
07:47:29 PM May 01 2023,95,58,0
07:47:33 PM May 01 2023,95,58,0
07:47:37 PM May 01 2023,96,58,0
07:47:41 PM May 01 2023,96,58,0
07:47:45 PM May 01 2023,96,58,0
07:47:49 PM May 01 2023,95,59,0
07:47:53 PM May 01 2023,95,61,0
07:47:57 PM May 01 2023,94,63,0
07:48:01 PM May 01 2023,94,61,0
07:48:05 PM May 01 2023,95,59,0
07:48:09 PM May 01 2023,95,59,0
07:48:13 PM May 01 2023,95,58,0
07:48:17 PM May 01 2023,94,58,0
07:48:21 PM May 01 2023,94,57,7
07:48:25 PM May 01 2023,94,58,1
07:48:29 PM May 01 2023,94,58,0
07:48:33 PM May 01 2023,94,59,0
07:48:37 PM May 01 2023,94,60,0
07:48:41 PM May 01 2023,94,60,0
07:48:45 PM May 01 2023,94,60,8
07:48:49 PM May 01 2023,94,62,20
07:48:53 PM May 01 2023,93,63,2
07:48:57 PM May 01 2023,93,65,0
07:49:01 PM May 01 2023,94,65,1
07:49:05 PM May 01 2023,94,66,2
07:49:09 PM May 01 2023,94,66,0
07:49:13 PM May 01 2023,94,62,2
07:49:17 PM May 01 2023,94,60,1
07:49:21 PM May 01 2023,94,60,3
07:49:25 PM May 01 2023,93,58,0
07:49:29 PM May 01 2023,92,57,1
07:49:33 PM May 01 2023,92,57,15
07:49:37 PM May 01 2023,95,58,0
07:49:41 PM May 01 2023,96,57,0
07:49:45 PM May 01 2023,96,57,0
07:49:49 PM May 01 2023,96,58,1
07:49:53 PM May 01 2023,96,60,0
07:49:57 PM May 01 2023,95,63,0
07:50:01 PM May 01 2023,95,63,0
07:50:05 PM May 01 2023,95,63,0
07:50:09 PM May 01 2023,94,63,0
07:50:13 PM May 01 2023,94,63,4
07:50:17 PM May 01 2023,94,65,4
07:50:21 PM May 01 2023,93,64,0
07:50:25 PM May 01 2023,93,61,0
07:50:29 PM May 01 2023,92,59,0
07:50:33 PM May 01 2023,92,61,0
07:50:37 PM May 01 2023,92,63,1
07:50:41 PM May 01 2023,94,66,9
07:50:45 PM May 01 2023,94,67,6
07:50:49 PM May 01 2023,95,66,8
07:50:53 PM May 01 2023,95,66,5
07:50:57 PM May 01 2023,95,66,21
07:51:01 PM May 01 2023,95,66,8
07:51:05 PM May 01 2023,96,64,0
07:51:09 PM May 01 2023,96,62,0
07:51:13 PM May 01 2023,94,59,0
07:51:17 PM May 01 2023,94,59,18
07:51:21 PM May 01 2023,94,59,3
07:51:25 PM May 01 2023,95,60,0
07:51:29 PM May 01 2023,95,59,0
07:51:33 PM May 01 2023,95,56,0
07:51:37 PM May 01 2023,95,56,8
07:51:41 PM May 01 2023,95,51,6
07:51:45 PM May 01 2023,96,51,0
07:51:49 PM May 01 2023,96,53,0
07:51:53 PM May 01 2023,96,56,0
07:51:57 PM May 01 2023,96,58,0
07:52:01 PM May 01 2023,96,59,0
07:52:05 PM May 01 2023,96,60,7
07:52:09 PM May 01 2023,96,60,18
07:52:13 PM May 01 2023,97,60,12
07:52:17 PM May 01 2023,97,60,15
07:52:21 PM May 01 2023,98,62,14
07:52:25 PM May 01 2023,98,62,17
07:52:29 PM May 01 2023,98,62,3
07:52:33 PM May 01 2023,97,63,0
07:52:37 PM May 01 2023,97,64,0
07:52:41 PM May 01 2023,97,64,1
07:52:45 PM May 01 2023,96,66,0
07:52:49 PM May 01 2023,94,65,0
07:52:53 PM May 01 2023,94,65,1
07:52:57 PM May 01 2023,95,61,0
07:53:01 PM May 01 2023,96,60,0
07:53:05 PM May 01 2023,96,58,0
07:53:09 PM May 01 2023,96,58,1
07:53:13 PM May 01 2023,96,58,0
07:53:17 PM May 01 2023,96,58,0
07:53:21 PM May 01 2023,96,58,0
07:53:25 PM May 01 2023,96,59,0
07:53:29 PM May 01 2023,96,59,3
07:53:33 PM May 01 2023,96,62,6
07:53:37 PM May 01 2023,95,67,0
07:53:41 PM May 01 2023,95,66,0
07:53:45 PM May 01 2023,94,62,0
07:53:49 PM May 01 2023,94,62,0
07:53:53 PM May 01 2023,93,63,0
07:53:57 PM May 01 2023,93,62,24
07:54:01 PM May 01 2023,93,62,6
07:54:05 PM May 01 2023,93,62,2
07:54:09 PM May 01 2023,94,61,0
07:54:13 PM May 01 2023,95,61,4
07:54:17 PM May 01 2023,95,60,2
07:54:21 PM May 01 2023,95,61,0
07:54:25 PM May 01 2023,94,61,0
07:54:29 PM May 01 2023,94,60,0
07:54:33 PM May 01 2023,95,58,0
07:54:37 PM May 01 2023,95,57,11
07:54:41 PM May 01 2023,95,57,4
07:54:45 PM May 01 2023,95,55,0
07:54:49 PM May 01 2023,95,55,0
07:54:53 PM May 01 2023,96,57,0
07:54:57 PM May 01 2023,96,59,0
07:55:01 PM May 01 2023,96,62,0
07:55:05 PM May 01 2023,96,61,2
07:55:09 PM May 01 2023,96,61,9
07:55:13 PM May 01 2023,95,62,4
07:55:17 PM May 01 2023,95,62,4
07:55:21 PM May 01 2023,95,62,11
07:55:25 PM May 01 2023,95,62,14
07:55:29 PM May 01 2023,95,64,0
07:55:33 PM May 01 2023,95,61,0
07:55:37 PM May 01 2023,95,60,3
07:55:41 PM May 01 2023,95,59,1
07:55:45 PM May 01 2023,96,60,0
07:55:49 PM May 01 2023,96,61,12
07:55:53 PM May 01 2023,96,61,21
07:55:57 PM May 01 2023,96,61,34
07:56:01 PM May 01 2023,96,61,0
07:56:05 PM May 01 2023,96,61,0
07:56:09 PM May 01 2023,96,59,1
07:56:13 PM May 01 2023,96,59,0
07:56:17 PM May 01 2023,96,58,0
07:56:21 PM May 01 2023,96,57,0
07:56:25 PM May 01 2023,96,57,0
07:56:29 PM May 01 2023,96,56,0
07:56:33 PM May 01 2023,96,56,0
07:56:37 PM May 01 2023,96,57,0
07:56:41 PM May 01 2023,95,58,0
07:56:45 PM May 01 2023,94,60,0
07:56:49 PM May 01 2023,93,62,13
07:56:53 PM May 01 2023,91,63,19
07:56:57 PM May 01 2023,90,63,0
07:57:01 PM May 01 2023,90,63,0
07:57:05 PM May 01 2023,89,62,0
07:57:09 PM May 01 2023,89,62,0
07:57:13 PM May 01 2023,90,61,0
07:57:17 PM May 01 2023,90,59,0
07:57:21 PM May 01 2023,91,58,0
07:57:25 PM May 01 2023,92,59,0
07:57:29 PM May 01 2023,94,59,0
07:57:33 PM May 01 2023,95,58,0
07:57:37 PM May 01 2023,94,57,0
07:57:41 PM May 01 2023,94,57,0
07:57:45 PM May 01 2023,94,58,0
07:57:49 PM May 01 2023,93,58,0
07:57:53 PM May 01 2023,93,59,0
07:57:57 PM May 01 2023,92,60,0
07:58:01 PM May 01 2023,92,59,0
07:58:05 PM May 01 2023,92,59,0
07:58:09 PM May 01 2023,93,58,0
07:58:13 PM May 01 2023,93,59,0
07:58:17 PM May 01 2023,93,58,0
07:58:21 PM May 01 2023,93,59,0
07:58:25 PM May 01 2023,93,60,0
07:58:29 PM May 01 2023,92,59,0
07:58:33 PM May 01 2023,92,58,0
07:58:37 PM May 01 2023,92,58,0
07:58:41 PM May 01 2023,92,58,0
07:58:45 PM May 01 2023,92,58,0
07:58:49 PM May 01 2023,92,57,0
07:58:53 PM May 01 2023,92,57,0
07:58:57 PM May 01 2023,93,60,11
07:59:01 PM May 01 2023,93,60,31
07:59:05 PM May 01 2023,93,61,3
07:59:09 PM May 01 2023,93,59,0
07:59:13 PM May 01 2023,93,58,0
07:59:17 PM May 01 2023,93,58,0
07:59:21 PM May 01 2023,92,58,0
07:59:25 PM May 01 2023,92,58,0
07:59:29 PM May 01 2023,92,57,0
07:59:33 PM May 01 2023,92,57,0
07:59:37 PM May 01 2023,92,58,0
07:59:41 PM May 01 2023,92,59,0
07:59:45 PM May 01 2023,93,59,0
07:59:49 PM May 01 2023,93,58,0
07:59:53 PM May 01 2023,93,58,0
07:59:57 PM May 01 2023,92,58,0
08:00:01 PM May 01 2023,92,59,0
08:00:05 PM May 01 2023,92,59,0
08:00:09 PM May 01 2023,92,58,0
08:00:13 PM May 01 2023,92,58,0
08:00:17 PM May 01 2023,92,59,0
08:00:21 PM May 01 2023,92,58,0
08:00:25 PM May 01 2023,92,56,1
08:00:29 PM May 01 2023,92,58,0
08:00:33 PM May 01 2023,92,58,1
08:00:37 PM May 01 2023,93,58,0
08:00:41 PM May 01 2023,93,58,0
08:00:45 PM May 01 2023,93,57,0
08:00:49 PM May 01 2023,93,56,0
08:00:53 PM May 01 2023,93,57,0
08:00:57 PM May 01 2023,93,58,0
08:01:01 PM May 01 2023,93,58,0
08:01:05 PM May 01 2023,93,60,0
08:01:09 PM May 01 2023,93,60,0
08:01:13 PM May 01 2023,93,59,0
08:01:17 PM May 01 2023,93,58,0
08:01:21 PM May 01 2023,93,58,0
08:01:25 PM May 01 2023,93,57,0
08:01:29 PM May 01 2023,93,57,0
08:01:33 PM May 01 2023,93,57,0
08:01:37 PM May 01 2023,93,57,0
08:01:41 PM May 01 2023,93,57,0
08:01:45 PM May 01 2023,93,57,0
08:01:49 PM May 01 2023,93,59,0
08:01:53 PM May 01 2023,93,60,0
08:01:57 PM May 01 2023,93,59,0
08:02:01 PM May 01 2023,93,58,0
08:02:05 PM May 01 2023,92,59,0
08:02:09 PM May 01 2023,92,60,0
08:02:13 PM May 01 2023,92,59,0
08:02:17 PM May 01 2023,91,58,0
08:02:21 PM May 01 2023,91,57,0
08:02:25 PM May 01 2023,91,57,0
08:02:29 PM May 01 2023,92,58,0
08:02:33 PM May 01 2023,93,57,0
08:02:37 PM May 01 2023,93,57,0
08:02:41 PM May 01 2023,93,56,0
08:02:45 PM May 01 2023,94,56,0
08:02:49 PM May 01 2023,93,56,0
08:02:53 PM May 01 2023,93,59,0
08:02:57 PM May 01 2023,93,61,0
08:03:01 PM May 01 2023,93,63,0
08:03:05 PM May 01 2023,92,65,2
08:03:09 PM May 01 2023,93,63,8
08:03:13 PM May 01 2023,93,63,8
08:03:17 PM May 01 2023,93,63,4
08:03:21 PM May 01 2023,93,65,10
08:03:25 PM May 01 2023,92,64,0
08:03:29 PM May 01 2023,92,61,0
08:03:33 PM May 01 2023,92,58,0
08:03:37 PM May 01 2023,93,57,0
08:03:41 PM May 01 2023,93,56,3
08:03:45 PM May 01 2023,94,56,0
08:03:49 PM May 01 2023,96,55,0
08:03:53 PM May 01 2023,96,55,18
08:03:57 PM May 01 2023,96,55,8
08:04:01 PM May 01 2023,96,57,0
08:04:05 PM May 01 2023,96,57,2
08:04:09 PM May 01 2023,96,59,5
08:04:13 PM May 01 2023,96,59,8
08:04:17 PM May 01 2023,96,59,0
08:04:21 PM May 01 2023,96,59,0
08:04:25 PM May 01 2023,95,64,5
08:04:29 PM May 01 2023,95,64,1
08:04:33 PM May 01 2023,95,64,20
08:04:37 PM May 01 2023,95,67,0
08:04:41 PM May 01 2023,95,62,0
08:04:45 PM May 01 2023,95,63,12
08:04:49 PM May 01 2023,94,63,13
08:04:53 PM May 01 2023,94,63,142
08:04:57 PM May 01 2023,94,64,0
08:05:01 PM May 01 2023,95,60,0
08:05:05 PM May 01 2023,95,58,0
08:05:09 PM May 01 2023,95,57,8
08:05:13 PM May 01 2023,95,57,9
08:05:17 PM May 01 2023,95,61,6
08:05:21 PM May 01 2023,95,63,0
08:05:25 PM May 01 2023,95,63,7
08:05:29 PM May 01 2023,95,61,0
08:05:33 PM May 01 2023,95,59,0
08:05:37 PM May 01 2023,95,58,0
08:05:41 PM May 01 2023,95,58,15
08:05:45 PM May 01 2023,95,58,4
08:05:49 PM May 01 2023,95,57,0
08:05:53 PM May 01 2023,96,57,0
08:05:57 PM May 01 2023,96,56,0
08:06:01 PM May 01 2023,96,55,0
08:06:05 PM May 01 2023,96,56,1
08:06:09 PM May 01 2023,96,58,0
08:06:13 PM May 01 2023,96,60,0
08:06:17 PM May 01 2023,95,62,7
08:06:21 PM May 01 2023,95,62,7
08:06:25 PM May 01 2023,94,64,4
08:06:29 PM May 01 2023,94,66,11
08:06:33 PM May 01 2023,93,66,0
08:06:37 PM May 01 2023,93,65,0
08:06:41 PM May 01 2023,93,60,0
08:06:45 PM May 01 2023,93,58,9
08:06:49 PM May 01 2023,93,58,23
08:06:53 PM May 01 2023,94,58,1
08:06:57 PM May 01 2023,95,57,0
08:07:01 PM May 01 2023,96,56,1
08:07:05 PM May 01 2023,96,56,0
08:07:09 PM May 01 2023,96,56,1
08:07:13 PM May 01 2023,95,57,0
08:07:17 PM May 01 2023,94,57,1
08:07:21 PM May 01 2023,94,57,0
08:07:25 PM May 01 2023,93,58,0
08:07:29 PM May 01 2023,93,59,0
08:07:33 PM May 01 2023,93,60,0
08:07:37 PM May 01 2023,93,59,0
08:07:41 PM May 01 2023,92,58,0
08:07:45 PM May 01 2023,92,59,4
08:07:49 PM May 01 2023,92,59,0
08:07:53 PM May 01 2023,93,59,0
08:07:57 PM May 01 2023,93,58,0
08:08:01 PM May 01 2023,93,60,0
08:08:05 PM May 01 2023,93,59,1
08:08:09 PM May 01 2023,94,58,0
08:08:13 PM May 01 2023,94,58,0
08:08:17 PM May 01 2023,94,56,0
08:08:21 PM May 01 2023,94,57,0
08:08:25 PM May 01 2023,96,60,0
08:08:29 PM May 01 2023,95,60,0
08:08:33 PM May 01 2023,94,58,0
08:08:37 PM May 01 2023,94,58,0
08:08:41 PM May 01 2023,95,59,0
08:08:45 PM May 01 2023,94,60,0
08:08:49 PM May 01 2023,93,59,0
08:08:53 PM May 01 2023,93,59,0
08:08:57 PM May 01 2023,93,57,0
08:09:01 PM May 01 2023,93,56,0
08:09:05 PM May 01 2023,93,56,0
08:09:09 PM May 01 2023,93,56,1
08:09:13 PM May 01 2023,94,57,0
08:09:17 PM May 01 2023,94,56,0
08:09:21 PM May 01 2023,94,56,0
08:09:25 PM May 01 2023,95,59,0
08:09:29 PM May 01 2023,96,61,0
08:09:33 PM May 01 2023,96,62,0
08:09:37 PM May 01 2023,95,61,0
08:09:41 PM May 01 2023,94,58,0
08:09:45 PM May 01 2023,94,59,0
08:09:49 PM May 01 2023,94,60,0
08:09:53 PM May 01 2023,93,59,0
08:09:57 PM May 01 2023,93,58,0
08:10:01 PM May 01 2023,93,57,0
08:10:05 PM May 01 2023,93,57,0
08:10:09 PM May 01 2023,93,57,0
08:10:13 PM May 01 2023,93,57,0
08:10:17 PM May 01 2023,93,56,0
08:10:21 PM May 01 2023,94,56,0
08:10:25 PM May 01 2023,94,56,0
08:10:29 PM May 01 2023,94,55,0
08:10:33 PM May 01 2023,95,55,0
08:10:37 PM May 01 2023,95,59,0
08:10:41 PM May 01 2023,94,60,0
08:10:45 PM May 01 2023,94,59,0
08:10:49 PM May 01 2023,94,59,0
08:10:53 PM May 01 2023,94,58,0
08:10:57 PM May 01 2023,94,57,0
08:11:01 PM May 01 2023,93,56,0
08:11:05 PM May 01 2023,94,54,0
08:11:09 PM May 01 2023,94,56,0
08:11:13 PM May 01 2023,93,58,0
08:11:17 PM May 01 2023,93,56,0
08:11:21 PM May 01 2023,94,56,0
08:11:25 PM May 01 2023,94,55,0
08:11:29 PM May 01 2023,94,56,0
08:11:33 PM May 01 2023,94,59,0
08:11:37 PM May 01 2023,95,59,0
08:11:41 PM May 01 2023,94,59,0
08:11:45 PM May 01 2023,94,56,0
08:11:49 PM May 01 2023,94,56,0
08:11:53 PM May 01 2023,94,57,0
08:11:57 PM May 01 2023,94,57,0
08:12:01 PM May 01 2023,94,57,0
08:12:05 PM May 01 2023,94,57,0
08:12:09 PM May 01 2023,94,57,0
08:12:13 PM May 01 2023,94,57,0
08:12:17 PM May 01 2023,94,57,0
08:12:21 PM May 01 2023,94,57,0
08:12:25 PM May 01 2023,94,56,0
08:12:29 PM May 01 2023,94,57,0
08:12:33 PM May 01 2023,95,59,0
08:12:37 PM May 01 2023,94,59,0
08:12:41 PM May 01 2023,94,58,0
08:12:45 PM May 01 2023,94,57,0
08:12:49 PM May 01 2023,94,59,0
08:12:53 PM May 01 2023,94,60,0
08:12:57 PM May 01 2023,93,58,0
08:13:01 PM May 01 2023,94,57,0
08:13:05 PM May 01 2023,94,56,0
08:13:09 PM May 01 2023,94,56,0
08:13:13 PM May 01 2023,94,56,0
08:13:17 PM May 01 2023,95,56,0
08:13:21 PM May 01 2023,94,56,0
08:13:25 PM May 01 2023,94,57,0
08:13:29 PM May 01 2023,94,56,0
08:13:33 PM May 01 2023,94,56,0
08:13:37 PM May 01 2023,94,60,0
08:13:41 PM May 01 2023,94,60,0
08:13:45 PM May 01 2023,94,60,0
08:13:49 PM May 01 2023,94,56,0
08:13:53 PM May 01 2023,95,56,0
08:13:57 PM May 01 2023,95,57,0
08:14:01 PM May 01 2023,95,57,0
08:14:05 PM May 01 2023,94,57,0
08:14:09 PM May 01 2023,94,57,0
08:14:13 PM May 01 2023,95,56,0
08:14:17 PM May 01 2023,95,58,0
08:14:21 PM May 01 2023,96,61,0
08:14:25 PM May 01 2023,96,61,0
08:14:29 PM May 01 2023,95,57,0
08:14:33 PM May 01 2023,94,57,0
08:14:37 PM May 01 2023,94,57,0
08:14:41 PM May 01 2023,95,56,0
08:14:45 PM May 01 2023,95,56,0
08:14:49 PM May 01 2023,95,56,0
08:14:53 PM May 01 2023,95,56,0
08:14:57 PM May 01 2023,95,56,0
08:15:01 PM May 01 2023,95,56,0
08:15:05 PM May 01 2023,95,56,0
08:15:09 PM May 01 2023,95,56,0
08:15:13 PM May 01 2023,95,56,0
08:15:17 PM May 01 2023,95,55,0
08:15:21 PM May 01 2023,95,55,0
08:15:25 PM May 01 2023,94,58,0
08:15:29 PM May 01 2023,94,58,0
08:15:33 PM May 01 2023,95,59,0
08:15:37 PM May 01 2023,95,57,0
08:15:41 PM May 01 2023,95,57,0
08:15:45 PM May 01 2023,95,56,0
08:15:49 PM May 01 2023,95,56,0
08:15:53 PM May 01 2023,95,56,0
08:15:57 PM May 01 2023,95,56,0
08:16:01 PM May 01 2023,95,57,0
08:16:05 PM May 01 2023,95,57,0
08:16:09 PM May 01 2023,95,56,0
08:16:13 PM May 01 2023,95,56,0
08:16:17 PM May 01 2023,95,59,0
08:16:21 PM May 01 2023,95,62,0
08:16:25 PM May 01 2023,95,60,0
08:16:29 PM May 01 2023,95,59,0
08:16:33 PM May 01 2023,95,52,0
08:16:37 PM May 01 2023,95,52,0
08:16:41 PM May 01 2023,95,59,0
08:16:45 PM May 01 2023,95,59,0
08:16:49 PM May 01 2023,95,57,0
08:16:53 PM May 01 2023,95,57,0
08:16:57 PM May 01 2023,95,57,0
08:17:01 PM May 01 2023,95,59,0
08:17:05 PM May 01 2023,95,59,0
08:17:09 PM May 01 2023,95,57,0
08:17:13 PM May 01 2023,95,57,0
08:17:17 PM May 01 2023,95,56,0
08:17:21 PM May 01 2023,95,57,0
08:17:25 PM May 01 2023,95,59,0
08:17:29 PM May 01 2023,95,59,0
08:17:33 PM May 01 2023,95,57,0
08:17:37 PM May 01 2023,95,57,0
08:17:41 PM May 01 2023,95,56,0
08:17:45 PM May 01 2023,95,56,0
08:17:49 PM May 01 2023,95,56,0
08:17:53 PM May 01 2023,95,56,0
08:17:57 PM May 01 2023,95,56,0
08:18:01 PM May 01 2023,95,56,0
08:18:05 PM May 01 2023,95,56,0
08:18:09 PM May 01 2023,95,56,0
08:18:13 PM May 01 2023,95,54,0
08:18:17 PM May 01 2023,95,55,0
08:18:21 PM May 01 2023,95,55,0
08:18:25 PM May 01 2023,94,57,0
08:18:29 PM May 01 2023,94,56,0
08:18:33 PM May 01 2023,95,56,0
08:18:37 PM May 01 2023,95,56,0
08:18:41 PM May 01 2023,95,56,0
08:18:45 PM May 01 2023,95,57,0
08:18:49 PM May 01 2023,95,58,0
08:18:53 PM May 01 2023,95,59,0
08:18:57 PM May 01 2023,95,58,0
08:19:01 PM May 01 2023,95,57,0
08:19:05 PM May 01 2023,95,60,0
08:19:09 PM May 01 2023,95,60,0
08:19:13 PM May 01 2023,95,59,0
08:19:17 PM May 01 2023,95,57,0
08:19:21 PM May 01 2023,95,56,0
08:19:25 PM May 01 2023,94,56,0
08:19:29 PM May 01 2023,94,57,0
08:19:33 PM May 01 2023,94,58,0
08:19:37 PM May 01 2023,94,58,0
08:19:41 PM May 01 2023,94,57,0
08:19:45 PM May 01 2023,95,56,0
08:19:49 PM May 01 2023,95,56,0
08:19:53 PM May 01 2023,95,56,0
08:19:57 PM May 01 2023,95,56,0
08:20:01 PM May 01 2023,95,56,0
08:20:05 PM May 01 2023,95,56,0
